Date,Price,Open,High,Low,Change %,DPB
03/20/2011,3.2710,3.2710,3.2710,3.2710,2.57%,8.88827000000001
03/13/2011,3.1890,3.1890,3.1890,3.1890,-0.47%,-9.91287000000002
03-06-2011,3.2040,3.2040,3.2040,3.2040,-2.58%,7.01418999999999
02/27/2011,3.2890,3.2890,3.2890,3.2890,4.58%,7.01418999999999
02/20/2011,3.1450,3.1450,3.1450,3.1450,-3.32%,-6.12562
02/13/2011,3.2530,3.2530,3.2530,3.2530,-1.09%,-4.12577000000001
02-06-2011,3.2890,3.2890,3.2890,3.2890,0.92%,3.65357
01/30/2011,3.2590,3.2590,3.2590,3.2590,2.81%,3.65357
01/23/2011,3.1700,3.1700,3.1700,3.1700,-0.41%,1.7622
01/16/2011,3.1830,3.1830,3.1830,3.1830,4.95%,6.34688
01-09-2011,3.0330,3.0330,3.0330,3.0330,5.97%,8.99322000000001
01-02-2011,2.8620,2.8620,2.8620,2.8620,-2.95%,2.20451999999999
12/26/2010,2.9490,2.9490,2.9490,2.9490,-1.11%,2.20451999999999
12/19/2010,2.9820,2.9820,2.9820,2.9820,-1.36%,-7.74172999999999
12-12-2010,3.0230,3.0230,3.0230,3.0230,2.37%,9.37620999999999
12-05-2010,2.9530,2.9530,2.9530,2.9530,3.22%,8.67279
11/28/2010,2.8610,2.8610,2.8610,2.8610,4.49%,8.67279
11/21/2010,2.7380,2.7380,2.7380,2.7380,1.22%,4.63438
11/14/2010,2.7050,2.7050,2.7050,2.7050,7.51%,14.35559
11-07-2010,2.5160,2.5160,2.5160,2.5160,3.84%,-6.91567
10/31/2010,2.4230,2.4230,2.4230,2.4230,-3.93%,-6.91567
10/24/2010,2.5220,2.5220,2.5220,2.5220,1.73%,6.93051
10/17/2010,2.4790,2.4790,2.4790,2.4790,4.25%,9.44505
10-10-2010,2.3780,2.3780,2.3780,2.3780,5.45%,-5.73505
10-03-2010,2.2550,2.2550,2.2550,2.2550,-1.05%,-2.83622
09/26/2010,2.2790,2.2790,2.2790,2.2790,-2.94%,-2.83622
09/19/2010,2.3480,2.3480,2.3480,2.3480,-3.06%,-9.40904000000001
09-12-2010,2.4220,2.4220,2.4220,2.4220,0.54%,14.15062
09-05-2010,2.4090,2.4090,2.4090,2.4090,2.29%,13.2345
08/29/2010,2.3550,2.3550,2.3550,2.3550,6.90%,13.2345
08/22/2010,2.2030,2.2030,2.2030,2.2030,-2.82%,-8.50412999999998
08/15/2010,2.2670,2.2670,2.2670,2.2670,-5.30%,-14.11296
08-08-2010,2.3940,2.3940,2.3940,2.3940,-4.85%,-12.30737
08-01-2010,2.5160,2.5160,2.5160,2.5160,-5.80%,-4.02535
07/25/2010,2.6710,2.6710,2.6710,2.6710,-1.37%,-4.02535
07/18/2010,2.7080,2.7080,2.7080,2.7080,3.99%,2.59488999999999
07-11-2010,2.6040,2.6040,2.6040,2.6040,-1.21%,1.29443
07-04-2010,2.6360,2.6360,2.6360,2.6360,1.89%,-4.12577000000001
